Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Duration_Minutes
2,2016-02-23 07:57:48,2016-02-23 08:27:48,39.175728,-84.180763,0.01,Milford,OH,32.0,29.98,10.0,5.8,0.0,Clear,30.0
2,2016-02-23 07:54:29,2016-02-23 08:24:29,39.68865200000001,-84.127998,0.01,Dayton,OH,30.9,30.01,10.0,10.4,0.0,Clear,30.0
2,2016-02-23 08:17:30,2016-02-23 08:47:30,39.628288,-84.226151,0.01,Miamisburg,OH,30.9,30.01,10.0,10.4,0.0,Clear,30.0
3,2016-02-23 08:21:42,2016-02-23 08:51:42,39.96764,-83.06081400000002,0.01,Columbus,OH,33.8,30.01,10.0,8.1,0.0,Clear,30.0
2,2016-02-23 08:48:52,2016-02-23 09:18:52,39.797958,-84.255135,0.01,Dayton,OH,35.1,30.09,10.0,9.2,0.0,Partly Cloudy,30.0
2,2016-02-23 09:46:46,2016-02-23 10:16:46,39.783669,-84.155045,0.01,Dayton,OH,38.3,30.08,10.0,11.5,0.0,Clear,30.0
2,2016-02-23 09:48:43,2016-02-23 10:18:43,39.989044,-83.049088,0.01,Columbus,OH,39.9,30.09,10.0,8.1,0.0,Clear,30.0
2,2016-02-23 09:54:16,2016-02-23 10:24:16,39.819721,-84.191528,0.01,Dayton,OH,39.0,30.08,10.0,15.0,0.0,Scattered Clouds,30.0
2,2016-02-23 11:41:00,2016-02-23 12:11:00,39.783089,-84.188911,0.01,Dayton,OH,48.4,30.04,10.0,8.1,0.0,Clear,30.0
2,2016-02-23 13:34:22,2016-02-23 14:19:22,39.590527,-84.17076899999998,0.01,Dayton,OH,54.0,29.95,10.0,11.5,0.0,Clear,45.0
3,2016-02-23 16:30:45,2016-02-23 17:15:45,41.40274,-81.817856,0.01,Brookpark,OH,36.0,30.07,10.0,15.0,0.0,Mostly Cloudy,45.0
3,2016-02-23 17:28:00,2016-02-23 23:59:00,40.039909,-82.99683399999998,0.01,Columbus,OH,53.1,29.92,10.0,8.1,0.0,Overcast,391.0
3,2016-02-23 17:43:00,2016-02-23 23:59:00,39.972336,-82.983917,0.01,Columbus,OH,53.1,29.92,10.0,8.1,0.0,Overcast,376.0
3,2016-02-23 18:20:00,2016-02-23 23:32:00,40.00164,-82.923073,0.01,Columbus,OH,53.1,29.92,10.0,8.1,0.0,Overcast,312.0
3,2016-02-23 19:07:18,2016-02-23 19:52:18,39.902088,-82.898178,0.01,Columbus,OH,50.0,29.88,10.0,8.1,0.0,Overcast,45.0
3,2016-02-23 22:13:48,2016-02-23 22:43:48,39.833824,-83.100853,0.01,Grove City,OH,44.6,29.84,10.0,9.2,0.0,Scattered Clouds,30.0
2,2016-02-24 05:14:38,2016-02-24 05:44:38,39.713467,-84.216095,0.01,Moraine,OH,41.0,29.43,4.0,20.7,0.0,Light Rain,30.0
2,2016-02-24 05:28:28,2016-02-24 05:58:28,39.640202,-84.235283,0.01,Dayton,OH,42.1,29.4,3.0,17.3,0.06,Rain,30.0
3,2016-02-24 05:27:51,2016-02-24 05:57:51,39.733723,-84.204971,0.01,Dayton,OH,37.9,29.46,2.5,21.9,0.18,Heavy Rain,30.0
3,2016-02-24 06:14:24,2016-02-24 06:44:24,41.351006,-83.622826,0.01,Bowling Green,OH,33.1,29.72,3.0,15.0,0.05,Light Freezing Rain,30.0
3,2016-02-24 06:24:28,2016-02-24 06:54:28,39.845287,-83.993217,0.01,Fairborn,OH,39.2,29.45,6.0,18.4,0.16,Light Rain,30.0
2,2016-02-24 06:25:17,2016-02-24 06:55:17,39.607788,-84.228088,0.01,Miamisburg,OH,42.1,29.37,4.0,13.8,0.09,Rain,30.0
2,2016-02-24 06:31:22,2016-02-24 07:01:22,39.873238,-84.13720699999998,0.01,Dayton,OH,40.6,29.4,9.0,9.2,0.1,Rain,30.0
2,2016-02-24 06:37:39,2016-02-24 07:07:39,40.058132,-82.922752,0.01,Columbus,OH,42.8,29.47,9.0,8.1,0.05,Light Rain,30.0
3,2016-02-24 06:50:19,2016-02-24 07:20:19,41.420975,-81.689758,0.01,Cleveland,OH,33.8,29.66,2.5,15.0,0.11,Rain,30.0
3,2016-02-24 06:53:32,2016-02-24 07:23:32,39.788414,-84.183693,0.94,Dayton,OH,40.6,29.4,9.0,9.2,0.1,Rain,30.0
2,2016-02-24 07:05:21,2016-02-24 07:35:21,39.836643,-84.060753,0.01,Dayton,OH,40.6,29.4,9.0,9.2,0.1,Rain,30.0
2,2016-02-24 07:09:31,2016-02-24 07:39:31,41.039829,-81.662872,0.01,Barberton,OH,39.9,29.59,4.0,12.7,0.22,Rain,30.0
2,2016-02-24 07:18:41,2016-02-24 08:03:41,38.581139,-82.00456199999998,0.01,Fraziers Bottom,WV,49.0,28.62,10.0,10.0,0.0,Cloudy,45.0
2,2016-02-24 07:24:28,2016-02-24 07:54:28,39.754055,-84.17588,0.01,Dayton,OH,40.6,29.4,9.0,9.2,0.1,Rain,30.0
2,2016-02-24 07:23:08,2016-02-24 07:53:08,39.929844,-83.116486,0.01,Columbus,OH,42.8,29.42,5.0,9.2,0.0,Light Rain,30.0
2,2016-02-24 07:27:16,2016-02-24 07:57:16,39.962147,-83.092667,0.01,Columbus,OH,42.8,29.42,5.0,9.2,0.0,Light Rain,30.0
2,2016-02-24 07:29:39,2016-02-24 07:59:39,39.697266,-84.218781,0.01,Moraine,OH,44.1,29.32,5.0,16.1,0.04,Rain,30.0
2,2016-02-24 07:26:01,2016-02-24 07:56:01,40.993092,-81.662689,0.01,Barberton,OH,39.9,29.55,4.0,12.7,0.16,Rain,30.0
3,2016-02-24 07:43:10,2016-02-24 08:13:10,39.845287,-83.993217,0.01,Fairborn,OH,41.0,29.37,3.0,15.0,0.08,Rain,30.0
3,2016-02-24 07:39:13,2016-02-24 08:09:13,41.041447,-81.565163,0.01,Akron,OH,39.9,29.55,4.0,12.7,0.16,Rain,30.0
3,2016-02-24 07:52:43,2016-02-24 08:22:43,41.407391,-81.64676700000003,0.01,Independence,OH,35.1,29.6,2.0,18.4,0.19,Rain,30.0
3,2016-02-24 07:51:38,2016-02-24 08:21:38,41.037266,-81.583786,0.01,Barberton,OH,39.9,29.55,4.0,12.7,0.16,Rain,30.0
2,2016-02-24 08:02:29,2016-02-24 08:32:29,39.59872100000001,-84.161491,0.01,Dayton,OH,44.1,29.31,1.8,15.0,0.02,Heavy Rain,30.0
1,2016-02-24 07:59:51,2016-02-24 08:29:51,40.018669,-81.565704,0.0,Cambridge,OH,46.0,29.46,7.0,11.5,0.08,Light Rain,30.0
2,2016-02-24 08:04:57,2016-02-24 08:34:57,39.724251,-84.21315799999998,0.01,Moraine,OH,44.1,29.31,1.8,15.0,0.02,Heavy Rain,30.0
2,2016-02-24 08:05:22,2016-02-24 08:35:22,39.758556,-84.177246,0.01,Dayton,OH,41.0,29.37,3.0,15.0,0.08,Rain,30.0
2,2016-02-24 08:17:26,2016-02-24 08:47:26,39.790565,-84.25914,0.01,Dayton,OH,39.0,29.33,1.8,15.0,0.05,Rain,30.0
2,2016-02-24 08:11:43,2016-02-24 08:41:43,39.753105,-84.15158100000002,0.01,Dayton,OH,41.0,29.37,3.0,15.0,0.08,Rain,30.0
2,2016-02-24 08:16:26,2016-02-24 08:46:26,40.301411,-83.06575,0.01,Delaware,OH,41.0,29.42,7.0,11.5,0.0,Drizzle,30.0
2,2016-02-24 08:24:30,2016-02-24 08:54:30,39.732567,-84.15900400000002,0.01,Dayton,OH,45.0,29.29,2.0,16.1,0.06,Light Rain,30.0
2,2016-02-24 08:56:20,2016-02-24 09:26:20,39.800358,-82.708252,0.01,Carroll,OH,48.0,29.37,10.0,9.2,0.02,Overcast,30.0
3,2016-02-24 11:13:09,2016-02-24 11:43:09,41.351006,-83.622826,0.01,Bowling Green,OH,35.1,29.45,1.5,13.8,0.02,Light Rain,30.0
2,2016-02-24 11:26:27,2016-02-24 11:56:27,39.790565,-84.25914,0.01,Dayton,OH,44.1,29.24,8.0,9.2,0.01,Overcast,30.0
2,2016-02-24 11:25:37,2016-02-24 11:55:37,39.753105,-84.15158100000002,0.01,Dayton,OH,50.0,29.22,10.0,9.2,0.0,Overcast,30.0
3,2016-02-24 17:11:00,2016-02-24 21:00:00,40.11195,-83.016663,0.94,Columbus,OH,52.0,29.17,10.0,18.4,0.05,Overcast,229.0
2,2016-02-25 06:04:05,2016-02-25 06:34:05,38.892097,-84.208702,0.0,Moscow,OH,33.8,29.62,10.0,15.0,0.0,Overcast,30.0
2,2016-02-25 06:37:34,2016-02-25 07:07:34,39.981602,-82.885704,0.0,Columbus,OH,30.2,29.51,3.0,12.7,0.01,Light Snow,30.0
2,2016-02-25 07:53:04,2016-02-25 08:23:04,41.337879,-82.216049,0.01,Oberlin,OH,30.9,29.45,0.5,23.0,0.01,Snow,30.0
2,2016-02-25 07:59:25,2016-02-25 08:29:25,39.747112,-84.163826,0.01,Dayton,OH,33.4,29.65,7.0,12.7,0.01,Light Snow,30.0
3,2016-02-25 08:04:17,2016-02-25 08:34:17,40.087536,-82.98741899999997,0.01,Columbus,OH,32.0,29.56,9.0,15.0,0.0,Overcast,30.0
2,2016-02-25 09:26:59,2016-02-25 09:56:59,39.782368,-84.203339,0.01,Dayton,OH,33.1,29.69,4.0,18.4,0.0,Light Snow,30.0
3,2016-02-25 09:46:34,2016-02-25 10:16:34,39.87857800000001,-83.049774,0.01,Grove City,OH,33.8,29.64,7.0,13.8,0.0,Overcast,30.0
2,2016-02-25 10:06:10,2016-02-25 10:36:10,39.669388,-84.22225999999998,0.01,Dayton,OH,33.1,29.73,4.0,11.5,0.0,Light Snow,30.0
2,2016-02-25 12:55:59,2016-02-25 13:25:59,39.626953,-84.212288,0.01,Miamisburg,OH,35.1,29.79,2.5,18.4,0.0,Light Snow,30.0
2,2016-02-25 16:12:50,2016-02-25 16:42:50,39.812687,-84.22734799999998,0.01,Dayton,OH,33.1,29.89,5.0,20.7,0.0,Light Snow,30.0
2,2016-02-25 16:17:05,2016-02-25 17:02:05,39.819839,-84.189087,0.01,Dayton,OH,33.1,29.89,5.0,20.7,0.0,Light Snow,45.0
2,2016-02-26 15:45:44,2016-02-26 16:15:44,39.953262,-83.01795200000002,0.01,Columbus,OH,32.0,30.23,10.0,8.1,0.0,Overcast,30.0
2,2016-02-26 15:53:46,2016-02-26 16:38:46,39.739319,-84.157219,0.01,Dayton,OH,34.3,30.25,10.0,9.2,0.0,Overcast,45.0
3,2016-02-26 16:15:10,2016-02-26 16:45:10,39.91468,-83.01690699999997,0.01,Columbus,OH,32.0,30.21,10.0,9.2,0.0,Overcast,30.0
3,2016-02-26 16:21:21,2016-02-26 16:51:21,41.037647,-81.584183,0.01,Barberton,OH,28.9,30.21,5.0,11.5,0.0,Light Snow,30.0
2,2016-02-26 16:51:27,2016-02-26 17:36:27,39.798611,-84.207466,0.01,Dayton,OH,33.1,30.24,10.0,10.4,0.0,Overcast,45.0
3,2016-02-27 19:34:51,2016-02-27 20:25:36,40.083206,-82.90679899999998,0.01,Westerville,OH,42.1,30.04,10.0,6.9,0.0,Scattered Clouds,50.75
2,2016-02-28 12:58:44,2016-02-28 13:28:44,39.749916,-84.139359,0.01,Dayton,OH,63.1,29.81,10.0,26.5,0.0,Clear,30.0
2,2016-02-28 18:09:32,2016-02-28 18:39:32,39.752735,-84.145386,0.01,Dayton,OH,62.8,29.67,10.0,23.0,0.0,Clear,30.0
2,2016-02-29 04:45:27,2016-02-29 05:15:27,39.689022,-84.220665,0.01,Dayton,OH,41.0,29.83,6.0,15.0,0.0,Haze,30.0
2,2016-02-29 06:02:33,2016-02-29 06:32:33,39.778011,-84.20049300000002,0.01,Dayton,OH,37.0,29.89,8.0,17.3,0.0,Overcast,30.0
2,2016-02-29 06:22:42,2016-02-29 06:52:42,41.399147,-81.565674,0.0,Maple Heights,OH,36.0,29.74,10.0,21.9,0.0,Overcast,30.0
3,2016-02-29 07:14:41,2016-02-29 07:44:41,39.59670300000001,-84.238388,0.01,Miamisburg,OH,39.0,29.91,10.0,13.8,0.0,Overcast,30.0
3,2016-02-29 07:50:29,2016-02-29 08:20:29,39.973015,-83.014801,0.01,Columbus,OH,37.9,29.9,10.0,13.8,0.0,Overcast,30.0
2,2016-02-29 08:11:30,2016-02-29 08:41:30,39.777355,-84.19957,0.0,Dayton,OH,37.9,29.95,10.0,12.7,0.0,Overcast,30.0
2,2016-02-29 09:16:59,2016-02-29 09:46:59,41.139114,-81.597305,0.01,Akron,OH,37.0,29.86,10.0,15.0,0.0,Overcast,30.0
2,2016-02-29 09:26:13,2016-02-29 09:56:13,39.64724,-84.224319,0.01,Dayton,OH,39.0,30.01,4.0,9.2,0.0,Haze,30.0
2,2016-02-29 09:31:35,2016-02-29 10:01:36,39.745487,-84.16544300000002,0.0,Dayton,OH,39.2,29.98,10.0,11.5,0.0,Overcast,30.016666666666666
2,2016-02-29 10:25:52,2016-02-29 10:55:52,39.732552,-84.12197900000002,0.0,Dayton,OH,39.2,30.0,10.0,15.0,0.0,Overcast,30.0
2,2016-02-29 11:32:19,2016-02-29 12:17:48,39.778011,-84.20049300000002,0.0,Dayton,OH,42.1,30.04,10.0,18.4,0.0,Mostly Cloudy,45.483333333333334
3,2016-02-29 12:51:44,2016-02-29 13:21:44,40.002552,-83.11835500000002,0.01,Columbus,OH,44.6,30.01,10.0,17.3,0.0,Scattered Clouds,30.0
2,2016-02-29 16:14:24,2016-02-29 16:59:24,39.780014,-84.162888,0.01,Dayton,OH,54.1,29.99,10.0,15.0,0.0,Clear,45.0
2,2016-02-29 18:11:15,2016-02-29 18:41:15,39.643101,-84.209923,0.01,Dayton,OH,53.1,29.99,10.0,11.5,0.0,Clear,30.0
2,2016-02-29 18:10:30,2016-02-29 18:40:30,39.767769,-84.17716999999998,0.01,Dayton,OH,52.5,30.0,10.0,13.8,0.0,Clear,30.0
2,2016-02-29 18:18:37,2016-02-29 18:48:37,39.812687,-84.22734799999998,0.01,Dayton,OH,50.0,30.0,10.0,11.5,0.0,Scattered Clouds,30.0
3,2016-02-29 18:42:00,2016-02-29 21:00:00,39.986324,-82.985458,0.01,Columbus,OH,48.9,30.0,10.0,9.2,0.0,Scattered Clouds,138.0
3,2016-02-29 19:32:00,2016-02-29 23:59:00,40.109913,-84.223648,0.01,Piqua,OH,44.6,29.98,10.0,5.8,0.0,Scattered Clouds,267.0
2,2016-02-29 19:52:11,2016-02-29 20:22:11,39.83847,-84.246307,0.01,Dayton,OH,46.0,30.02,10.0,10.4,0.0,Partly Cloudy,30.0
2,2016-02-29 20:30:39,2016-02-29 21:00:39,39.627991,-84.17021899999997,0.0,Dayton,OH,45.0,30.02,10.0,4.6,0.0,Clear,30.0
2,2016-03-01 05:05:42,2016-03-01 05:35:42,39.945835,-83.061295,0.0,Columbus,OH,34.0,29.94,10.0,3.5,0.0,Clear,30.0
2,2016-03-01 06:14:44,2016-03-01 06:44:44,39.591389,-84.229485,0.01,Miamisburg,OH,37.9,29.92,10.0,8.1,0.0,Clear,30.0
2,2016-03-01 07:30:18,2016-03-01 08:00:18,39.790302,-84.21390500000003,0.01,Dayton,OH,37.0,29.9,10.0,9.2,0.0,Mostly Cloudy,30.0
2,2016-03-01 07:31:53,2016-03-01 08:01:53,39.927441,-83.056198,0.01,Columbus,OH,35.6,29.94,10.0,3.5,0.0,Clear,30.0
2,2016-03-01 07:46:03,2016-03-01 08:16:03,39.946892,-82.91548900000002,0.01,Columbus,OH,37.0,29.95,10.0,4.6,0.0,Mostly Cloudy,30.0
3,2016-03-01 08:16:30,2016-03-01 08:46:30,40.002552,-83.11835500000002,0.01,Columbus,OH,33.8,29.92,10.0,3.5,0.0,Clear,30.0
2,2016-03-01 10:06:47,2016-03-01 10:36:47,39.79031,-84.029114,0.01,Fairborn,OH,46.6,29.82,10.0,6.9,0.0,Clear,30.0
2,2016-03-01 10:19:48,2016-03-01 10:49:48,39.087887,-84.236076,0.01,Batavia,OH,54.1,29.8,10.0,6.9,0.0,Mostly Cloudy,30.0
2,2016-03-01 10:41:37,2016-03-01 11:11:37,39.188583,-84.258705,0.01,Milford,OH,54.3,29.81,10.0,13.8,0.0,Overcast,30.0
2,2016-03-01 11:12:57,2016-03-01 11:42:57,39.012833,-83.797585,0.01,Sardinia,OH,53.6,29.76,10.0,6.9,0.0,Overcast,30.0
3,2016-03-01 11:56:36,2016-03-01 12:26:36,40.151196,-84.22003199999997,7.07,Piqua,OH,42.8,29.72,4.0,9.2,0.09,Rain,30.0
2,2016-03-01 12:36:27,2016-03-01 13:51:27,40.033405,-82.910225,0.01,Columbus,OH,55.9,29.72,10.0,8.1,0.0,Light Rain,75.0
2,2016-03-01 12:50:36,2016-03-01 13:20:36,39.591389,-84.229485,0.01,Miamisburg,OH,48.0,29.72,10.0,8.1,0.02,Light Rain,30.0
2,2016-03-01 16:41:08,2016-03-01 17:11:08,40.080338,-82.880074,0.01,Westerville,OH,48.0,29.55,4.0,5.8,0.19,Light Rain,30.0
2,2016-03-01 17:23:06,2016-03-01 18:23:06,40.200333,-83.027435,0.0,Lewis Center,OH,48.2,29.51,10.0,9.2,0.0,Null,60.0
3,2016-03-01 17:31:22,2016-03-01 18:01:22,40.02504,-82.904129,0.01,Columbus,OH,48.2,29.52,8.0,8.1,0.0,Light Rain,30.0
3,2016-03-01 17:39:00,2016-03-01 21:00:00,40.013062,-82.90213,0.01,Columbus,OH,48.2,29.52,8.0,9.2,0.0,Overcast,201.0
3,2016-03-01 18:07:29,2016-03-01 18:37:29,40.065559,-82.906418,0.01,Columbus,OH,50.0,29.52,5.0,10.4,0.0,Light Rain,30.0
2,2016-03-01 18:37:25,2016-03-01 19:07:25,39.588413,-84.229774,0.01,Miamisburg,OH,39.0,29.69,10.0,25.3,0.0,Overcast,30.0
2,2016-03-01 18:52:22,2016-03-01 19:22:22,39.902195,-83.084763,0.0,Urbancrest,OH,48.2,29.56,10.0,15.0,0.0,Overcast,30.0
3,2016-03-02 16:36:08,2016-03-02 17:06:08,41.370506,-83.616997,0.01,Bowling Green,OH,28.9,30.16,10.0,11.5,0.0,Overcast,30.0
2,2016-03-02 17:12:54,2016-03-02 17:42:54,39.945427,-82.846558,0.01,Columbus,OH,30.9,30.17,10.0,5.8,0.0,Scattered Clouds,30.0
3,2016-03-02 17:32:51,2016-03-02 18:02:51,39.945751,-82.846252,0.01,Columbus,OH,30.9,30.18,10.0,11.5,0.0,Scattered Clouds,30.0
2,2016-03-02 17:52:45,2016-03-02 18:22:45,41.316475,-81.649101,0.01,Brecksville,OH,25.0,30.2,10.0,10.4,0.0,Mostly Cloudy,30.0
2,2016-03-02 19:20:37,2016-03-02 19:50:37,39.786633,-84.170837,0.01,Dayton,OH,29.8,30.2,10.0,5.8,0.0,Clear,30.0
2,2016-03-02 19:43:39,2016-03-02 20:13:39,39.768337,-84.194244,0.0,Dayton,OH,28.9,30.21,10.0,4.6,0.0,Partly Cloudy,30.0
2,2016-03-02 20:36:40,2016-03-02 21:06:40,39.797005,-84.154556,0.0,Dayton,OH,29.5,30.2,10.0,7.0,0.0,Partly Cloudy,30.0
2,2016-03-03 04:51:44,2016-03-03 05:21:44,40.005947,-82.858887,0.0,Columbus,OH,25.0,30.19,10.0,4.6,0.0,Mostly Cloudy,30.0
2,2016-03-03 06:39:51,2016-03-03 07:09:51,39.355782,-83.268311,0.01,Frankfort,OH,25.2,30.17,10.0,3.5,0.0,Overcast,30.0
3,2016-03-03 06:51:45,2016-03-03 07:21:45,40.030914,-82.994598,0.01,Columbus,OH,27.0,30.19,10.0,6.9,0.0,Overcast,30.0
2,2016-03-03 07:40:36,2016-03-03 08:10:36,39.746147,-84.183167,0.0,Dayton,OH,30.2,30.14,3.0,5.8,0.0,Light Snow,30.0
2,2016-03-03 07:43:25,2016-03-03 08:13:25,39.771233,-84.1763,0.0,Dayton,OH,30.2,30.14,3.0,5.8,0.0,Light Snow,30.0
3,2016-03-03 07:44:53,2016-03-03 08:14:53,39.976398,-83.119225,0.01,Columbus,OH,26.6,30.16,10.0,5.8,0.0,Overcast,30.0
3,2016-03-03 07:45:33,2016-03-03 08:15:33,39.948391,-82.943558,0.01,Columbus,OH,28.0,30.19,10.0,9.2,0.0,Overcast,30.0
2,2016-03-03 08:07:05,2016-03-03 08:37:05,39.321606,-84.070908,0.01,Blanchester,OH,28.9,30.21,4.0,3.5,0.0,Light Snow,30.0
2,2016-03-03 08:19:42,2016-03-03 08:49:42,39.085529,-84.178314,0.01,Batavia,OH,30.0,30.13,5.0,7.0,0.0,Light Snow,30.0
2,2016-03-03 09:12:10,2016-03-03 09:42:10,39.758556,-84.177246,0.01,Dayton,OH,30.6,30.16,10.0,5.8,0.0,Light Snow,30.0
3,2016-03-03 09:42:54,2016-03-03 10:12:54,39.939571,-83.009911,0.01,Columbus,OH,30.2,30.13,10.0,5.8,0.0,Overcast,30.0
3,2016-03-03 10:05:35,2016-03-03 10:35:35,39.747753,-84.20558199999998,0.01,Dayton,OH,30.0,30.1,1.0,8.1,0.0,Light Snow,30.0
2,2016-03-03 11:28:29,2016-03-03 11:58:29,39.815628,-84.093338,0.0,Dayton,OH,32.0,30.1,1.0,4.6,0.0,Light Snow,30.0
2,2016-03-03 11:51:07,2016-03-03 12:21:07,39.635357,-84.216339,0.0,Dayton,OH,34.0,30.11,3.0,10.4,0.0,Light Snow,30.0
2,2016-03-03 11:57:44,2016-03-03 12:27:44,39.757317,-84.151299,0.0,Dayton,OH,32.0,30.14,2.5,6.9,0.0,Light Snow,30.0
2,2016-03-03 14:24:46,2016-03-03 15:09:46,39.768837,-84.20156899999998,0.0,Dayton,OH,33.1,30.07,1.5,8.1,0.01,Light Snow,45.0
2,2016-03-03 14:58:23,2016-03-03 15:58:23,39.749916,-84.139359,0.01,Dayton,OH,33.1,30.08,1.5,6.9,0.01,Light Snow,60.0
2,2016-03-03 15:06:22,2016-03-03 15:51:22,39.685413,-84.220871,0.01,Dayton,OH,33.1,30.02,1.0,6.9,0.01,Light Snow,45.0
2,2016-03-03 15:07:36,2016-03-03 15:37:36,39.919437,-82.775238,0.0,Pickerington,OH,33.1,30.06,2.0,8.1,0.0,Light Snow,30.0
2,2016-03-03 16:11:40,2016-03-03 16:41:40,39.972076,-83.09818299999998,0.01,Columbus,OH,30.2,30.05,1.0,4.6,0.0,Light Snow,30.0
3,2016-03-03 16:30:54,2016-03-03 17:15:54,39.791206,-84.206223,0.01,Dayton,OH,34.0,30.01,2.5,8.1,0.01,Light Snow,45.0
2,2016-03-03 16:35:34,2016-03-03 17:20:34,39.778645,-84.20476500000002,0.01,Dayton,OH,33.1,30.0,2.0,6.9,0.01,Light Snow,45.0
2,2016-03-03 17:31:00,2016-03-03 23:00:00,39.749916,-84.139359,0.01,Dayton,OH,32.0,30.0,1.8,6.9,0.0,Light Snow,329.0
3,2016-03-03 18:30:12,2016-03-03 19:00:12,39.934155,-82.852524,0.01,Columbus,OH,30.2,30.03,1.5,4.6,0.01,Light Snow,30.0
3,2016-03-03 18:52:00,2016-03-03 23:00:00,39.755344,-84.203598,0.01,Dayton,OH,32.0,30.05,1.8,5.8,0.0,Light Snow,248.0
3,2016-03-03 20:04:00,2016-03-03 21:00:00,40.045822,-83.033424,0.01,Columbus,OH,32.0,30.02,2.5,6.9,0.0,Light Snow,56.0
3,2016-03-03 20:21:07,2016-03-03 20:51:07,40.051949,-83.03280600000002,0.01,Columbus,OH,32.0,30.02,2.5,6.9,0.0,Light Snow,30.0
2,2016-03-04 06:10:42,2016-03-04 06:40:42,39.943745,-83.073151,0.01,Columbus,OH,31.6,30.04,2.5,3.5,0.0,Light Snow,30.0
3,2016-03-04 06:11:18,2016-03-04 06:41:18,39.89217,-83.039169,0.01,Grove City,OH,31.6,30.04,2.5,3.5,0.0,Light Snow,30.0
3,2016-03-04 06:39:05,2016-03-04 07:09:05,41.113785,-81.611633,0.01,Akron,OH,27.0,30.03,2.0,7.0,0.0,Overcast,30.0
3,2016-03-04 06:43:09,2016-03-04 07:13:09,39.948158,-83.036201,0.01,Columbus,OH,31.6,30.04,2.5,3.5,0.0,Light Snow,30.0
3,2016-03-04 06:44:45,2016-03-04 07:14:45,39.819839,-84.189087,0.01,Dayton,OH,30.9,30.1,2.5,12.7,0.0,Overcast,30.0
3,2016-03-04 06:45:30,2016-03-04 07:15:30,39.788414,-84.183693,0.01,Dayton,OH,32.9,30.1,7.0,8.1,0.0,Overcast,30.0
2,2016-03-04 07:09:31,2016-03-04 07:39:31,39.747406,-84.239487,0.01,Dayton,OH,30.9,30.08,3.0,12.7,0.0,Overcast,30.0
2,2016-03-04 07:09:59,2016-03-04 07:39:59,39.747753,-84.20558199999998,0.01,Dayton,OH,30.9,30.08,3.0,12.7,0.0,Overcast,30.0
3,2016-03-04 07:28:45,2016-03-04 07:58:45,39.788414,-84.183693,0.01,Dayton,OH,32.0,30.12,2.5,9.2,0.0,Overcast,30.0
3,2016-03-04 07:37:31,2016-03-04 08:07:31,41.351006,-83.622826,0.01,Bowling Green,OH,28.9,30.17,9.0,5.8,0.0,Overcast,30.0
2,2016-03-04 07:52:53,2016-03-04 08:22:53,39.756203,-84.25322,0.01,Dayton,OH,30.0,30.14,4.0,13.8,0.0,Overcast,30.0
2,2016-03-04 07:59:13,2016-03-04 08:29:13,39.94365300000001,-83.060631,0.0,Columbus,OH,32.0,30.06,4.0,9.2,0.0,Overcast,30.0
2,2016-03-04 08:01:42,2016-03-04 08:31:42,39.985336,-82.78984100000002,0.01,Reynoldsburg,OH,32.0,30.07,6.0,9.2,0.0,Haze,30.0
3,2016-03-04 08:06:17,2016-03-04 08:36:17,40.077419,-82.907898,0.01,Columbus,OH,32.0,30.07,6.0,9.2,0.0,Haze,30.0
2,2016-03-04 08:14:01,2016-03-04 08:44:01,39.739037,-84.152107,0.0,Dayton,OH,31.8,30.13,6.0,10.4,0.0,Overcast,30.0
2,2016-03-04 08:24:47,2016-03-04 08:54:47,40.083298,-84.117058,0.01,Casstown,OH,30.0,30.14,4.0,13.8,0.0,Overcast,30.0
2,2016-03-04 08:33:12,2016-03-04 09:03:12,40.089439,-83.036194,0.01,Columbus,OH,32.0,30.12,6.0,9.2,0.0,Overcast,30.0
2,2016-03-04 10:17:30,2016-03-04 10:47:30,39.735844,-84.121658,0.01,Dayton,OH,32.5,30.18,5.0,5.8,0.0,Overcast,30.0
2,2016-03-04 11:15:47,2016-03-04 11:45:47,39.764576,-84.187706,0.01,Dayton,OH,32.0,30.2,10.0,3.5,0.0,Overcast,30.0
2,2016-03-04 11:50:40,2016-03-04 12:20:40,39.747974,-84.215065,0.01,Dayton,OH,32.0,30.2,4.0,6.9,0.0,Overcast,30.0
2,2016-03-04 14:55:55,2016-03-04 15:40:55,39.747753,-84.20558199999998,0.01,Dayton,OH,32.0,30.2,5.0,8.1,0.0,Overcast,45.0
2,2016-03-04 14:55:28,2016-03-04 15:25:28,39.95232,-83.03761300000002,0.0,Columbus,OH,33.8,30.15,7.0,4.6,0.0,Overcast,30.0
2,2016-03-04 16:46:11,2016-03-04 17:16:11,40.01757,-82.928978,0.01,Columbus,OH,34.0,30.19,10.0,9.2,0.0,Overcast,30.0
2,2016-03-04 17:31:00,2016-03-04 21:00:00,39.95652800000001,-83.018555,0.01,Columbus,OH,33.8,30.18,7.0,5.8,0.0,Overcast,209.0
2,2016-03-04 17:28:40,2016-03-04 17:58:40,39.939571,-83.009911,0.01,Columbus,OH,33.8,30.18,7.0,5.8,0.0,Overcast,30.0
2,2016-03-04 18:53:03,2016-03-04 19:23:03,39.749916,-84.139359,0.01,Dayton,OH,33.1,30.21,10.0,2.3,0.0,Overcast,30.0
